1	Korean	Cheap	Financial District	2:00 PM - 10:00 PM	2	FALSE
2	Mexican	Expensive	Gramercy	2:00 PM - 10:00 PM	4	TRUE
3	Chinese	Medium	Harlem	2:00 PM - 10:00 PM	3	FALSE
4	Pizza	Cheap	Chelsea	2:00 PM - 10:00 PM	5	TRUE
5	Italian	Expensive	Greenwich Village	9:00 AM - 5:00 PM	3	FALSE
6	Korean	Medium	Herald Square	2:00 PM - 10:00 PM	3	TRUE
7	Pizza	Cheap	Herald Square	9:00 AM - 5:00 PM	3	TRUE
8	Mexican	Medium	Lower East Side	2:00 PM - 10:00 PM	2	FALSE
9	Italian	Cheap	SoHo	9:00 AM - 5:00 PM	1	TRUE
10	Pizza	Expensive	Flatiron	9:00 AM - 5:00 PM	3	TRUE
11	Pizza	Cheap	West Village	9:00 AM - 5:00 PM	5	TRUE
12	Burgers	Expensive	West Village	2:00 PM - 10:00 PM	4	TRUE
13	Desserts	Expensive	Gramercy	9:00 AM - 5:00 PM	2	FALSE
14	Sushi	Expensive	Battery Park City	9:00 AM - 5:00 PM	3	FALSE
15	Korean	Cheap	Lower East Side	9:00 AM - 5:00 PM	2	TRUE
16	Chinese	Medium	Washington Heights	2:00 PM - 10:00 PM	5	TRUE
17	Burgers	Expensive	Washington Heights	9:00 AM - 5:00 PM	3	FALSE
18	Chinese	Medium	Gramercy	9:00 AM - 5:00 PM	1	FALSE
19	Mexican	Expensive	Inwood	2:00 PM - 10:00 PM	1	FALSE
20	Thai	Cheap	Battery Park City	2:00 PM - 10:00 PM	5	TRUE
21	Mexican	Expensive	Flatiron	9:00 AM - 5:00 PM	1	FALSE
22	Chinese	Expensive	Lower East Side	2:00 PM - 10:00 PM	1	FALSE
23	Italian	Medium	Wall Street	9:00 AM - 5:00 PM	1	TRUE
24	Sushi	Expensive	Flatiron	9:00 AM - 5:00 PM	3	TRUE
25	Pizza	Cheap	Upper East Side	9:00 AM - 5:00 PM	5	TRUE
26	Korean	Expensive	Times Square	9:00 AM - 5:00 PM	3	FALSE
27	Mexican	Expensive	Upper East Side	2:00 PM - 10:00 PM	5	FALSE
28	Italian	Cheap	Lower East Side	2:00 PM - 10:00 PM	4	FALSE
29	Korean	Cheap	NoHo	2:00 PM - 10:00 PM	4	TRUE
30	Italian	Expensive	Upper West Side	2:00 PM - 10:00 PM	4	TRUE
31	Desserts	Medium	Battery Park City	2:00 PM - 10:00 PM	3	TRUE
32	Mexican	Cheap	East Harlem	2:00 PM - 10:00 PM	2	FALSE
33	Sushi	Cheap	Flatiron	9:00 AM - 5:00 PM	5	TRUE
34	Desserts	Expensive	Herald Square	2:00 PM - 10:00 PM	1	TRUE
35	Mexican	Cheap	Hudson Square	2:00 PM - 10:00 PM	5	FALSE
36	Mexican	Expensive	West Village	2:00 PM - 10:00 PM	2	TRUE
37	Sushi	Medium	NoHo	9:00 AM - 5:00 PM	5	TRUE
38	Desserts	Medium	Financial District	2:00 PM - 10:00 PM	3	TRUE
39	Indian	Medium	Flatiron	2:00 PM - 10:00 PM	5	TRUE
40	Thai	Expensive	Flatiron	2:00 PM - 10:00 PM	3	FALSE
41	Burgers	Medium	Washington Heights	2:00 PM - 10:00 PM	5	TRUE
42	Italian	Medium	Greenwich Village	9:00 AM - 5:00 PM	1	FALSE
43	Thai	Medium	Washington Heights	2:00 PM - 10:00 PM	2	FALSE
44	Korean	Expensive	Herald Square	9:00 AM - 5:00 PM	5	FALSE
45	Thai	Expensive	Hudson Square	9:00 AM - 5:00 PM	3	FALSE
46	Mexican	Expensive	Harlem	9:00 AM - 5:00 PM	4	FALSE
47	Sushi	Expensive	Gramercy	9:00 AM - 5:00 PM	5	TRUE
48	Sushi	Cheap	Herald Square	2:00 PM - 10:00 PM	5	TRUE
49	Indian	Cheap	NoHo	2:00 PM - 10:00 PM	5	TRUE
50	Korean	Medium	Greenwich Village	9:00 AM - 5:00 PM	2	TRUE
51	Burgers	Medium	Union Square	9:00 AM - 5:00 PM	1	TRUE
52	Sushi	Expensive	Inwood	9:00 AM - 5:00 PM	4	TRUE
53	Italian	Expensive	Hudson Square	2:00 PM - 10:00 PM	3	TRUE
54	Chinese	Cheap	West Village	2:00 PM - 10:00 PM	1	FALSE
55	Burgers	Medium	Battery Park City	9:00 AM - 5:00 PM	5	FALSE
56	Thai	Medium	Chelsea	2:00 PM - 10:00 PM	2	FALSE
57	Pizza	Expensive	Chelsea	2:00 PM - 10:00 PM	4	FALSE
58	Indian	Expensive	Inwood	9:00 AM - 5:00 PM	4	FALSE
59	Desserts	Medium	SoHo	2:00 PM - 10:00 PM	5	FALSE
60	Indian	Expensive	Financial District	9:00 AM - 5:00 PM	3	FALSE
61	Mexican	Expensive	Midtown	2:00 PM - 10:00 PM	1	FALSE
62	Chinese	Medium	Upper West Side	9:00 AM - 5:00 PM	4	TRUE
63	Burgers	Cheap	West Village	2:00 PM - 10:00 PM	1	FALSE
64	Mexican	Cheap	Upper East Side	9:00 AM - 5:00 PM	2	TRUE
65	Desserts	Medium	Flatiron	2:00 PM - 10:00 PM	1	TRUE
66	Chinese	Medium	Chelsea	2:00 PM - 10:00 PM	3	FALSE
67	Indian	Medium	Upper West Side	2:00 PM - 10:00 PM	2	FALSE
68	Desserts	Expensive	Upper West Side	9:00 AM - 5:00 PM	4	TRUE
69	Chinese	Cheap	Greenwich Village	2:00 PM - 10:00 PM	4	FALSE
70	Sushi	Cheap	NoHo	2:00 PM - 10:00 PM	3	TRUE
71	Korean	Expensive	Times Square	9:00 AM - 5:00 PM	2	FALSE
72	Korean	Expensive	Upper East Side	9:00 AM - 5:00 PM	4	TRUE
73	Korean	Expensive	Midtown	2:00 PM - 10:00 PM	2	TRUE
74	Burgers	Medium	Tribeca	9:00 AM - 5:00 PM	5	TRUE
75	Indian	Expensive	East Harlem	9:00 AM - 5:00 PM	1	TRUE
76	Korean	Expensive	NoHo	2:00 PM - 10:00 PM	3	FALSE
77	Indian	Expensive	Hudson Square	2:00 PM - 10:00 PM	4	TRUE
78	Korean	Cheap	Chinatown	9:00 AM - 5:00 PM	1	FALSE
79	Pizza	Cheap	Chinatown	9:00 AM - 5:00 PM	3	FALSE
80	Desserts	Expensive	SoHo	2:00 PM - 10:00 PM	4	FALSE
81	Burgers	Cheap	Lower East Side	9:00 AM - 5:00 PM	1	TRUE
82	Mexican	Cheap	Hudson Square	9:00 AM - 5:00 PM	2	TRUE
83	Indian	Cheap	Chelsea	2:00 PM - 10:00 PM	4	FALSE
84	Sushi	Cheap	Midtown	9:00 AM - 5:00 PM	4	FALSE
85	Sushi	Expensive	Times Square	2:00 PM - 10:00 PM	4	TRUE
86	Italian	Expensive	Upper East Side	9:00 AM - 5:00 PM	1	FALSE
87	Korean	Expensive	Times Square	9:00 AM - 5:00 PM	3	FALSE
88	Desserts	Cheap	West Village	9:00 AM - 5:00 PM	4	TRUE
89	Thai	Expensive	SoHo	2:00 PM - 10:00 PM	2	TRUE
90	Italian	Expensive	Upper East Side	9:00 AM - 5:00 PM	3	FALSE
91	Burgers	Medium	Financial District	9:00 AM - 5:00 PM	4	FALSE
92	Thai	Expensive	Washington Heights	2:00 PM - 10:00 PM	2	FALSE
93	Desserts	Medium	Tribeca	9:00 AM - 5:00 PM	2	FALSE
94	Desserts	Expensive	Wall Street	2:00 PM - 10:00 PM	2	FALSE
95	Pizza	Expensive	Wall Street	2:00 PM - 10:00 PM	2	TRUE
96	Italian	Expensive	Union Square	9:00 AM - 5:00 PM	1	TRUE
97	Indian	Medium	Upper West Side	2:00 PM - 10:00 PM	1	TRUE
98	Mexican	Cheap	Wall Street	2:00 PM - 10:00 PM	1	FALSE
99	Italian	Expensive	Midtown	2:00 PM - 10:00 PM	1	TRUE
100	Chinese	Expensive	Tribeca	2:00 PM - 10:00 PM	5	TRUE
101	Burgers	Cheap	SoHo	2:00 PM - 10:00 PM	5	FALSE
102	Indian	Expensive	Union Square	9:00 AM - 5:00 PM	5	FALSE
103	Thai	Expensive	Herald Square	9:00 AM - 5:00 PM	3	TRUE
104	Mexican	Expensive	Washington Heights	2:00 PM - 10:00 PM	1	TRUE
105	Thai	Cheap	Lower East Side	9:00 AM - 5:00 PM	3	TRUE
106	Sushi	Cheap	Tribeca	9:00 AM - 5:00 PM	2	TRUE
107	Indian	Medium	Greenwich Village	9:00 AM - 5:00 PM	2	TRUE
108	Sushi	Medium	Chelsea	2:00 PM - 10:00 PM	2	FALSE
109	Burgers	Medium	East Harlem	9:00 AM - 5:00 PM	3	FALSE
110	Indian	Expensive	Inwood	2:00 PM - 10:00 PM	4	TRUE
111	Italian	Expensive	Upper East Side	2:00 PM - 10:00 PM	2	TRUE
112	Thai	Medium	Union Square	2:00 PM - 10:00 PM	3	TRUE
113	Indian	Medium	Union Square	2:00 PM - 10:00 PM	3	TRUE
114	Indian	Expensive	Upper East Side	9:00 AM - 5:00 PM	1	TRUE
115	Chinese	Medium	Greenwich Village	9:00 AM - 5:00 PM	4	FALSE
116	Indian	Medium	Chinatown	9:00 AM - 5:00 PM	2	TRUE
117	Mexican	Cheap	Financial District	2:00 PM - 10:00 PM	3	FALSE
118	Desserts	Medium	West Village	2:00 PM - 10:00 PM	4	FALSE
119	Desserts	Cheap	SoHo	2:00 PM - 10:00 PM	3	FALSE
120	Pizza	Expensive	Midtown	2:00 PM - 10:00 PM	2	TRUE
121	Desserts	Medium	Upper East Side	9:00 AM - 5:00 PM	4	FALSE
122	Mexican	Cheap	SoHo	2:00 PM - 10:00 PM	3	FALSE
123	Indian	Medium	East Harlem	9:00 AM - 5:00 PM	3	FALSE
124	Thai	Medium	Harlem	2:00 PM - 10:00 PM	4	TRUE
125	Mexican	Cheap	Herald Square	9:00 AM - 5:00 PM	4	TRUE
126	Sushi	Cheap	Midtown	2:00 PM - 10:00 PM	5	TRUE
127	Thai	Cheap	Upper West Side	2:00 PM - 10:00 PM	3	FALSE
128	Burgers	Cheap	Upper East Side	2:00 PM - 10:00 PM	2	TRUE
129	Burgers	Expensive	Upper East Side	9:00 AM - 5:00 PM	5	FALSE
130	Desserts	Expensive	Upper East Side	2:00 PM - 10:00 PM	1	FALSE
131	Indian	Cheap	SoHo	2:00 PM - 10:00 PM	3	FALSE
132	Italian	Expensive	Chelsea	9:00 AM - 5:00 PM	4	TRUE
133	Thai	Medium	Upper East Side	2:00 PM - 10:00 PM	4	FALSE
134	Chinese	Cheap	Financial District	2:00 PM - 10:00 PM	1	TRUE
135	Pizza	Expensive	Upper West Side	9:00 AM - 5:00 PM	2	FALSE
136	Korean	Cheap	Gramercy	9:00 AM - 5:00 PM	2	TRUE
137	Burgers	Medium	Wall Street	9:00 AM - 5:00 PM	4	FALSE
138	Korean	Medium	Union Square	2:00 PM - 10:00 PM	2	FALSE
139	Desserts	Medium	Chelsea	9:00 AM - 5:00 PM	3	TRUE
140	Korean	Medium	Gramercy	9:00 AM - 5:00 PM	1	TRUE
141	Thai	Medium	Chinatown	2:00 PM - 10:00 PM	1	FALSE
142	Chinese	Expensive	Lower East Side	2:00 PM - 10:00 PM	2	TRUE
143	Mexican	Medium	Washington Heights	2:00 PM - 10:00 PM	5	FALSE
144	Sushi	Cheap	NoHo	9:00 AM - 5:00 PM	5	TRUE
145	Indian	Medium	Harlem	2:00 PM - 10:00 PM	1	TRUE
146	Mexican	Medium	Wall Street	9:00 AM - 5:00 PM	2	TRUE
147	Thai	Expensive	Upper East Side	2:00 PM - 10:00 PM	3	FALSE
148	Chinese	Medium	Lower East Side	9:00 AM - 5:00 PM	2	FALSE
149	Pizza	Cheap	Battery Park City	2:00 PM - 10:00 PM	1	FALSE
150	Indian	Cheap	Harlem	2:00 PM - 10:00 PM	1	TRUE
151	Indian	Cheap	East Harlem	2:00 PM - 10:00 PM	2	TRUE
152	Indian	Expensive	Harlem	2:00 PM - 10:00 PM	5	FALSE
153	Mexican	Expensive	Times Square	9:00 AM - 5:00 PM	3	TRUE
154	Indian	Medium	Chinatown	9:00 AM - 5:00 PM	2	FALSE
155	Burgers	Cheap	Greenwich Village	2:00 PM - 10:00 PM	5	TRUE
156	Pizza	Cheap	Midtown	9:00 AM - 5:00 PM	1	FALSE
157	Korean	Expensive	Chinatown	2:00 PM - 10:00 PM	1	TRUE
158	Pizza	Medium	Lower East Side	2:00 PM - 10:00 PM	3	TRUE
159	Burgers	Medium	Gramercy	2:00 PM - 10:00 PM	4	FALSE
160	Desserts	Medium	Lower East Side	2:00 PM - 10:00 PM	5	TRUE
161	Italian	Cheap	Washington Heights	9:00 AM - 5:00 PM	5	TRUE
162	Mexican	Expensive	Greenwich Village	9:00 AM - 5:00 PM	3	TRUE
163	Pizza	Expensive	Inwood	9:00 AM - 5:00 PM	5	FALSE
164	Pizza	Cheap	Lower East Side	9:00 AM - 5:00 PM	3	FALSE
165	Chinese	Cheap	Washington Heights	2:00 PM - 10:00 PM	3	TRUE
166	Korean	Cheap	Herald Square	9:00 AM - 5:00 PM	3	FALSE
167	Indian	Cheap	Gramercy	9:00 AM - 5:00 PM	1	FALSE
168	Mexican	Cheap	East Harlem	9:00 AM - 5:00 PM	4	FALSE
169	Chinese	Cheap	Financial District	9:00 AM - 5:00 PM	1	TRUE
170	Burgers	Cheap	Chinatown	2:00 PM - 10:00 PM	2	TRUE
171	Desserts	Expensive	Upper East Side	9:00 AM - 5:00 PM	3	FALSE
172	Desserts	Expensive	Flatiron	2:00 PM - 10:00 PM	3	FALSE
173	Indian	Expensive	NoHo	9:00 AM - 5:00 PM	5	FALSE
174	Thai	Medium	Battery Park City	2:00 PM - 10:00 PM	2	FALSE
175	Thai	Medium	East Harlem	2:00 PM - 10:00 PM	5	FALSE
176	Thai	Expensive	Battery Park City	2:00 PM - 10:00 PM	5	FALSE
177	Desserts	Medium	NoHo	2:00 PM - 10:00 PM	5	TRUE
178	Italian	Medium	Wall Street	9:00 AM - 5:00 PM	3	FALSE
179	Desserts	Expensive	Chelsea	9:00 AM - 5:00 PM	2	FALSE
180	Mexican	Cheap	Times Square	2:00 PM - 10:00 PM	4	FALSE
181	Indian	Expensive	Upper East Side	9:00 AM - 5:00 PM	4	FALSE
182	Thai	Cheap	Midtown	2:00 PM - 10:00 PM	1	FALSE
183	Burgers	Medium	Greenwich Village	2:00 PM - 10:00 PM	3	FALSE
184	Pizza	Medium	SoHo	9:00 AM - 5:00 PM	1	TRUE
185	Thai	Cheap	SoHo	2:00 PM - 10:00 PM	4	FALSE
186	Sushi	Cheap	Lower East Side	9:00 AM - 5:00 PM	4	TRUE
187	Thai	Expensive	Gramercy	9:00 AM - 5:00 PM	2	TRUE
188	Thai	Medium	Chinatown	2:00 PM - 10:00 PM	2	TRUE
189	Korean	Cheap	Times Square	9:00 AM - 5:00 PM	2	FALSE
190	Indian	Expensive	East Harlem	2:00 PM - 10:00 PM	2	TRUE
191	Chinese	Medium	Battery Park City	2:00 PM - 10:00 PM	1	TRUE
192	Sushi	Cheap	Herald Square	9:00 AM - 5:00 PM	5	TRUE
193	Mexican	Expensive	Times Square	2:00 PM - 10:00 PM	3	FALSE
194	Sushi	Expensive	Union Square	2:00 PM - 10:00 PM	3	TRUE
195	Chinese	Cheap	Hudson Square	9:00 AM - 5:00 PM	3	TRUE
196	Desserts	Medium	West Village	2:00 PM - 10:00 PM	4	TRUE
197	Sushi	Medium	Upper West Side	2:00 PM - 10:00 PM	5	TRUE
198	Pizza	Cheap	West Village	9:00 AM - 5:00 PM	2	TRUE
199	Italian	Cheap	Upper West Side	2:00 PM - 10:00 PM	4	FALSE
200	Chinese	Expensive	Chinatown	2:00 PM - 10:00 PM	5	TRUE
201	Indian	Cheap	Union Square	2:00 PM - 10:00 PM	1	FALSE
202	Thai	Expensive	Midtown	9:00 AM - 5:00 PM	3	FALSE
203	Mexican	Medium	Chelsea	9:00 AM - 5:00 PM	5	TRUE
204	Chinese	Expensive	Flatiron	2:00 PM - 10:00 PM	1	FALSE
205	Sushi	Expensive	Harlem	2:00 PM - 10:00 PM	5	TRUE
206	Pizza	Cheap	Chinatown	9:00 AM - 5:00 PM	1	FALSE
207	Desserts	Cheap	Inwood	9:00 AM - 5:00 PM	2	FALSE
208	Italian	Cheap	SoHo	2:00 PM - 10:00 PM	5	FALSE
209	Italian	Expensive	Tribeca	9:00 AM - 5:00 PM	3	FALSE
210	Indian	Medium	Tribeca	9:00 AM - 5:00 PM	4	FALSE
211	Burgers	Medium	Flatiron	9:00 AM - 5:00 PM	5	FALSE
212	Italian	Cheap	East Harlem	9:00 AM - 5:00 PM	2	TRUE
213	Pizza	Cheap	NoHo	9:00 AM - 5:00 PM	2	FALSE
214	Chinese	Expensive	Washington Heights	9:00 AM - 5:00 PM	2	FALSE
215	Burgers	Cheap	Lower East Side	2:00 PM - 10:00 PM	3	TRUE
216	Mexican	Expensive	SoHo	2:00 PM - 10:00 PM	4	TRUE
217	Korean	Expensive	Herald Square	9:00 AM - 5:00 PM	1	FALSE
218	Desserts	Cheap	Times Square	9:00 AM - 5:00 PM	5	TRUE
219	Chinese	Medium	Herald Square	2:00 PM - 10:00 PM	3	FALSE
220	Korean	Expensive	Upper East Side	2:00 PM - 10:00 PM	2	TRUE
221	Burgers	Medium	Chelsea	9:00 AM - 5:00 PM	1	TRUE
222	Indian	Cheap	Herald Square	9:00 AM - 5:00 PM	4	FALSE
223	Desserts	Expensive	SoHo	2:00 PM - 10:00 PM	5	TRUE
224	Mexican	Medium	Midtown	2:00 PM - 10:00 PM	4	FALSE
225	Thai	Expensive	Harlem	9:00 AM - 5:00 PM	2	FALSE
226	Indian	Cheap	Greenwich Village	2:00 PM - 10:00 PM	3	TRUE
227	Sushi	Medium	Tribeca	2:00 PM - 10:00 PM	4	TRUE
228	Indian	Expensive	Battery Park City	9:00 AM - 5:00 PM	2	FALSE
229	Burgers	Medium	East Harlem	9:00 AM - 5:00 PM	2	TRUE
230	Indian	Expensive	Lower East Side	2:00 PM - 10:00 PM	3	FALSE
231	Burgers	Medium	Upper West Side	9:00 AM - 5:00 PM	2	TRUE
232	Desserts	Medium	Inwood	9:00 AM - 5:00 PM	2	FALSE
233	Pizza	Cheap	Upper East Side	9:00 AM - 5:00 PM	1	FALSE
234	Chinese	Expensive	Battery Park City	9:00 AM - 5:00 PM	3	FALSE
235	Thai	Expensive	Tribeca	9:00 AM - 5:00 PM	2	FALSE
236	Indian	Expensive	Lower East Side	2:00 PM - 10:00 PM	4	TRUE
237	Indian	Medium	Washington Heights	9:00 AM - 5:00 PM	4	FALSE
238	Sushi	Medium	Wall Street	2:00 PM - 10:00 PM	2	FALSE
239	Thai	Expensive	Harlem	9:00 AM - 5:00 PM	2	FALSE
240	Thai	Medium	Union Square	2:00 PM - 10:00 PM	2	TRUE
241	Italian	Expensive	Herald Square	2:00 PM - 10:00 PM	2	FALSE
242	Desserts	Medium	Inwood	9:00 AM - 5:00 PM	2	FALSE
243	Indian	Cheap	Wall Street	2:00 PM - 10:00 PM	5	TRUE
244	Chinese	Expensive	Tribeca	2:00 PM - 10:00 PM	2	FALSE
245	Sushi	Medium	Midtown	2:00 PM - 10:00 PM	3	TRUE
246	Indian	Cheap	Upper West Side	2:00 PM - 10:00 PM	5	TRUE
247	Burgers	Cheap	NoHo	9:00 AM - 5:00 PM	1	TRUE
248	Korean	Expensive	Chinatown	9:00 AM - 5:00 PM	3	TRUE
249	Indian	Cheap	Washington Heights	9:00 AM - 5:00 PM	2	FALSE
250	Chinese	Expensive	Inwood	2:00 PM - 10:00 PM	5	FALSE
251	Korean	Medium	Washington Heights	9:00 AM - 5:00 PM	4	FALSE
252	Desserts	Expensive	SoHo	9:00 AM - 5:00 PM	5	TRUE
253	Thai	Medium	Gramercy	2:00 PM - 10:00 PM	5	TRUE
254	Desserts	Expensive	East Harlem	9:00 AM - 5:00 PM	1	TRUE
255	Desserts	Expensive	Midtown	9:00 AM - 5:00 PM	1	FALSE
256	Mexican	Medium	Chelsea	9:00 AM - 5:00 PM	2	FALSE
257	Mexican	Medium	Midtown	2:00 PM - 10:00 PM	1	FALSE
258	Chinese	Cheap	Upper West Side	2:00 PM - 10:00 PM	5	TRUE
259	Burgers	Medium	Wall Street	9:00 AM - 5:00 PM	4	FALSE
260	Indian	Cheap	Union Square	9:00 AM - 5:00 PM	2	FALSE
261	Italian	Cheap	Union Square	9:00 AM - 5:00 PM	2	FALSE
262	Indian	Expensive	Inwood	9:00 AM - 5:00 PM	1	FALSE
263	Chinese	Expensive	Union Square	9:00 AM - 5:00 PM	2	FALSE
264	Mexican	Expensive	Wall Street	2:00 PM - 10:00 PM	3	FALSE
265	Chinese	Cheap	West Village	9:00 AM - 5:00 PM	3	FALSE
266	Indian	Expensive	NoHo	2:00 PM - 10:00 PM	2	FALSE
267	Mexican	Expensive	Greenwich Village	9:00 AM - 5:00 PM	4	FALSE
268	Sushi	Medium	Tribeca	2:00 PM - 10:00 PM	3	TRUE
269	Italian	Medium	Times Square	2:00 PM - 10:00 PM	5	FALSE
270	Chinese	Medium	East Harlem	2:00 PM - 10:00 PM	5	TRUE
271	Sushi	Expensive	Upper East Side	2:00 PM - 10:00 PM	1	TRUE
272	Thai	Expensive	SoHo	9:00 AM - 5:00 PM	2	FALSE
273	Thai	Medium	Chelsea	9:00 AM - 5:00 PM	4	TRUE
274	Pizza	Expensive	Herald Square	2:00 PM - 10:00 PM	1	TRUE
275	Indian	Expensive	East Harlem	2:00 PM - 10:00 PM	1	TRUE
276	Pizza	Cheap	Lower East Side	2:00 PM - 10:00 PM	2	FALSE
277	Mexican	Medium	Gramercy	2:00 PM - 10:00 PM	5	FALSE
278	Mexican	Expensive	NoHo	2:00 PM - 10:00 PM	1	FALSE
279	Italian	Expensive	Herald Square	2:00 PM - 10:00 PM	5	FALSE
280	Indian	Cheap	Inwood	2:00 PM - 10:00 PM	2	TRUE
281	Burgers	Expensive	Union Square	2:00 PM - 10:00 PM	2	TRUE
282	Mexican	Medium	Inwood	9:00 AM - 5:00 PM	5	TRUE
283	Italian	Medium	Union Square	2:00 PM - 10:00 PM	2	FALSE
284	Chinese	Cheap	Financial District	2:00 PM - 10:00 PM	1	FALSE
285	Chinese	Medium	Upper West Side	2:00 PM - 10:00 PM	2	TRUE
286	Pizza	Medium	Upper East Side	2:00 PM - 10:00 PM	1	FALSE
287	Desserts	Medium	Washington Heights	2:00 PM - 10:00 PM	5	TRUE
288	Korean	Expensive	Upper East Side	2:00 PM - 10:00 PM	1	FALSE
289	Chinese	Expensive	Upper West Side	9:00 AM - 5:00 PM	1	FALSE
290	Korean	Expensive	Herald Square	9:00 AM - 5:00 PM	5	FALSE
291	Indian	Expensive	Upper West Side	2:00 PM - 10:00 PM	5	TRUE
292	Indian	Cheap	Herald Square	2:00 PM - 10:00 PM	3	TRUE
293	Sushi	Expensive	Chelsea	9:00 AM - 5:00 PM	1	TRUE
294	Burgers	Medium	Times Square	2:00 PM - 10:00 PM	3	FALSE
295	Italian	Cheap	Chinatown	9:00 AM - 5:00 PM	1	TRUE
296	Italian	Cheap	Lower East Side	2:00 PM - 10:00 PM	4	TRUE
297	Burgers	Medium	Flatiron	2:00 PM - 10:00 PM	4	TRUE
298	Chinese	Cheap	Battery Park City	2:00 PM - 10:00 PM	2	FALSE
299	Thai	Medium	Hudson Square	9:00 AM - 5:00 PM	5	FALSE
300	Desserts	Medium	Financial District	9:00 AM - 5:00 PM	4	FALSE
301	Indian	Medium	Times Square	9:00 AM - 5:00 PM	5	TRUE
302	Korean	Medium	Chelsea	2:00 PM - 10:00 PM	3	FALSE
303	Burgers	Expensive	Wall Street	2:00 PM - 10:00 PM	4	FALSE
304	Mexican	Medium	East Harlem	9:00 AM - 5:00 PM	1	FALSE
305	Burgers	Cheap	Flatiron	2:00 PM - 10:00 PM	5	FALSE
306	Chinese	Cheap	NoHo	9:00 AM - 5:00 PM	2	TRUE
307	Burgers	Cheap	Chelsea	9:00 AM - 5:00 PM	1	TRUE
308	Korean	Expensive	Upper West Side	2:00 PM - 10:00 PM	1	FALSE
309	Italian	Medium	Herald Square	2:00 PM - 10:00 PM	4	TRUE
310	Italian	Expensive	Union Square	9:00 AM - 5:00 PM	2	FALSE
311	Indian	Cheap	Upper East Side	9:00 AM - 5:00 PM	2	TRUE
312	Mexican	Medium	Upper West Side	2:00 PM - 10:00 PM	2	FALSE
313	Chinese	Medium	Times Square	2:00 PM - 10:00 PM	3	FALSE
314	Pizza	Expensive	West Village	9:00 AM - 5:00 PM	2	FALSE
315	Mexican	Cheap	Upper East Side	9:00 AM - 5:00 PM	3	FALSE
316	Thai	Cheap	Times Square	9:00 AM - 5:00 PM	4	TRUE
317	Burgers	Cheap	Herald Square	2:00 PM - 10:00 PM	5	TRUE
318	Pizza	Expensive	Washington Heights	9:00 AM - 5:00 PM	5	TRUE
319	Indian	Expensive	West Village	9:00 AM - 5:00 PM	5	TRUE
320	Korean	Cheap	Hudson Square	2:00 PM - 10:00 PM	2	FALSE
321	Italian	Cheap	Herald Square	9:00 AM - 5:00 PM	4	FALSE
322	Mexican	Medium	Herald Square	9:00 AM - 5:00 PM	1	TRUE
323	Desserts	Cheap	Union Square	2:00 PM - 10:00 PM	1	TRUE
324	Italian	Expensive	Chinatown	9:00 AM - 5:00 PM	4	TRUE
325	Desserts	Medium	Battery Park City	9:00 AM - 5:00 PM	5	FALSE
326	Mexican	Expensive	Wall Street	9:00 AM - 5:00 PM	2	FALSE
327	Mexican	Cheap	Financial District	2:00 PM - 10:00 PM	1	TRUE
328	Desserts	Expensive	Upper East Side	2:00 PM - 10:00 PM	2	TRUE
329	Italian	Cheap	Financial District	9:00 AM - 5:00 PM	2	TRUE
330	Desserts	Cheap	Flatiron	9:00 AM - 5:00 PM	1	TRUE
331	Mexican	Medium	Washington Heights	9:00 AM - 5:00 PM	1	FALSE
332	Chinese	Cheap	Chinatown	9:00 AM - 5:00 PM	2	TRUE
